Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4,All_Symptoms,Symptoms_with_Severity
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",stop alcohol consumption,consult doctor,medication,follow up,"[' vomiting', ' yellowish_skin', ' abdominal_pain', ' swelling_of_stomach']","[(' vomiting', 5), (' yellowish_skin', 3), (' abdominal_pain', 4), (' swelling_of_stomach', 7)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Tuberculosis, vomiting, fatigue, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' vomiting', ' fatigue', ' weight_loss', ' cough']","[(' vomiting', 5), (' fatigue', 4), (' weight_loss', 3), (' cough', 4)]"
Tuberculosis, chills, fatigue, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' fatigue', ' weight_loss', ' cough']","[(' chills', 3), (' fatigue', 4), (' weight_loss', 3), (' cough', 4)]"
Tuberculosis, chills, vomiting, weight_loss, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' weight_loss', ' cough']","[(' chills', 3), (' vomiting', 5), (' weight_loss', 3), (' cough', 4)]"
Tuberculosis, chills, vomiting, fatigue, cough,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' cough']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' cough', 4)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Common Cold, chills, fatigue, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' fatigue', ' cough', ' high_fever']","[(' continuous_sneezing', 4), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Common Cold, continuous_sneezing, chills, cough, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' cough', ' high_fever']","[(' continuous_sneezing', 4), (' chills', 3), (' cough', 4), (' high_fever', 7)]"
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' high_fever']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' high_fever', 7)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Pneumonia, fatigue, cough, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Pneumonia, chills, cough, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' cough', ' high_fever', ' breathlessness']","[(' chills', 3), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Pneumonia, chills, fatigue, high_fever, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' high_fever', ' breathlessness']","[(' chills', 3), (' fatigue', 4), (' high_fever', 7), (' breathlessness', 4)]"
Pneumonia, chills, fatigue, cough, breathlessness,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' breathlessness']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' breathlessness', 4)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool', ' irritation_in_anus']","[(' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5), (' irritation_in_anus', 6)]"
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_in_anal_region', ' bloody_stool', ' irritation_in_anus']","[(' constipation', 4), (' pain_in_anal_region', 6), (' bloody_stool', 5), (' irritation_in_anus', 6)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' bloody_stool', ' irritation_in_anus']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' bloody_stool', 5), (' irritation_in_anus', 6)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' irritation_in_anus']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' irritation_in_anus', 6)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain']","[(' vomiting', 5), (' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain']","[(' vomiting', 5), (' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, breathlessness, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' breathlessness', ' sweating', ' chest_pain', nan]","[(' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, vomiting, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' sweating', ' chest_pain', nan]","[(' vomiting', 5), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, vomiting, breathlessness, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' chest_pain', nan]","[(' vomiting', 5), (' breathlessness', 4), (' chest_pain', 7)]"
Heart attack, vomiting, breathlessness, sweating,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' sweating', nan]","[(' vomiting', 5), (' breathlessness', 4), (' sweating', 3)]"
Heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain']","[(' vomiting', 5), (' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, breathlessness, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' breathlessness', ' sweating', ' chest_pain', nan]","[(' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, vomiting, sweating, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' sweating', ' chest_pain', nan]","[(' vomiting', 5), (' sweating', 3), (' chest_pain', 7)]"
Heart attack, vomiting, breathlessness, chest_pain,,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' chest_pain', nan]","[(' vomiting', 5), (' breathlessness', 4), (' chest_pain', 7)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Varicose veins, cramps, bruising, obesity, swollen_legs,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' cramps', ' bruising', ' obesity', ' swollen_legs']","[(' cramps', 4), (' bruising', 4), (' obesity', 4), (' swollen_legs', 5)]"
Varicose veins, fatigue, bruising, obesity, swollen_legs,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' bruising', ' obesity', ' swollen_legs']","[(' fatigue', 4), (' bruising', 4), (' obesity', 4), (' swollen_legs', 5)]"
Varicose veins, fatigue, cramps, obesity, swollen_legs,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' obesity', ' swollen_legs']","[(' fatigue', 4), (' cramps', 4), (' obesity', 4), (' swollen_legs', 5)]"
Varicose veins, fatigue, cramps, bruising, swollen_legs,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' swollen_legs']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' swollen_legs', 5)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy']","[(' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3), (' lethargy', 2)]"
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' weight_gain', ' cold_hands_and_feets', ' mood_swings', ' lethargy']","[(' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3), (' lethargy', 2)]"
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' cold_hands_and_feets', ' mood_swings', ' lethargy']","[(' fatigue', 4), (' cold_hands_and_feets', 5), (' mood_swings', 3), (' lethargy', 2)]"
Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' mood_swings', ' lethargy']","[(' fatigue', 4), (' weight_gain', 3), (' mood_swings', 3), (' lethargy', 2)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' lethargy']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' lethargy', 2)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' mood_swings', ' weight_loss', ' restlessness', ' sweating']","[(' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5), (' sweating', 3)]"
Hyperthyroidism, fatigue, weight_loss, restlessness, sweating,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' weight_loss', ' restlessness', ' sweating']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' sweating', 3)]"
